FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_144056,Common Voice,"Don't try and lick that pole, your tongue will get stuck!",0,,
common_voice_en_12136929,Common Voice,Those people are kick-ass samba dancers!,0,,
common_voice_en_683871,Common Voice,I'd die for either of you.,0,,
common_voice_en_175004,Common Voice,This crazy llama spit in my face.,1,,
common_voice_en_17287950,Common Voice,How do you know that it is correct?,0,,
common_voice_en_23552507,Common Voice,It was a good thing that the Nip air commander was stupid.,1,,
common_voice_en_19741773,Common Voice,This growth came about through savvy management and the buyout of competing firms.,0,,
common_voice_en_22324912,Common Voice,They're just sheep.,0,,
common_voice_en_38971,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_20036540,Common Voice,Previously the Arkansas City School District served Arkansas City.,0,,
common_voice_en_684843,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_18409672,Common Voice,It's also got the greatest chance of you getting locked in a cellar again.,0,,
common_voice_en_125531,Common Voice,She finds the world has feet of clay.,0,,
common_voice_en_19773122,Common Voice,Nuance's other products for Mac include MacSpeech Scribe.,0,,
common_voice_en_478818,Common Voice,I'm going to tell your mother on you.,0,,
common_voice_en_590005,Common Voice,But children always seem to be able to play with them without frightening them.,0,,
common_voice_en_17875880,Common Voice,Those people are kick-ass samba dancers!,0,,
common_voice_en_17420115,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_539283,Common Voice,No one is going to come to your rescue.,0,,
common_voice_en_18539386,Common Voice,"""Hallo, Bertie, you old ass,"" was her very matey greeting.",1,,
common_voice_en_19344636,Common Voice,He is a cancer in our body politic.,1,,
common_voice_en_3214,Common Voice,My father offered her a job.,0,,
common_voice_en_17898514,Common Voice,Don't go off half-cocked.,0,,
common_voice_en_543931,Common Voice,I'll kill both of them!,1,,
common_voice_en_496278,Common Voice,Add this tomoyasu hotei song to my concentraci??n playlist,0,,
common_voice_en_17673897,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_625266,Common Voice,Let me comb your hair.,0,,
common_voice_en_101865,Common Voice,The boy saw a man appear behind the counter.,0,,
common_voice_en_17258369,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_687389,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_19358760,Common Voice,"He attended Warren High School in Downey, California.",0,,
common_voice_en_526580,Common Voice,Why don't you shut up!,1,,
common_voice_en_17269843,Common Voice,"""We havent reached our target yet"", said the boss.",0,,
common_voice_en_20006416,Common Voice,The River Foss flows southwards just outside the western end of the village.,0,,
common_voice_en_174394,Common Voice,A rollerblading man walks two dogs by the shore.,0,,
common_voice_en_551275,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_177136,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_566663,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_19653579,Common Voice,"Kuykendall was born in Cherokee, Texas.",0,,
common_voice_en_17257942,Common Voice,"Remember to take your full course of antibiotics, stopping early is dangerous for your health.",0,,
common_voice_en_22151689,Common Voice,five,0,,
common_voice_en_17953756,Common Voice,Edgar is a geek.,0,,
common_voice_en_23930251,Common Voice,"He cannot bear to see her married to another, and goes to leave.",0,,
common_voice_en_17785793,Common Voice,You are so rude!,1,,
common_voice_en_18003376,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_23356245,Common Voice,Head-to-head competition; B.,0,,
common_voice_en_18724899,Common Voice,At Liberty he signed Willie Nelson to his first recording contract.,0,,
common_voice_en_17474977,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_542490,Common Voice,The crowd swayed a little as I elbowed my way through.,0,,
common_voice_en_22950032,Common Voice,He mapped the natural watersheds of the Saint Lawrence River and Hudson River.,0,,
common_voice_en_183714,Common Voice,"""You can't offer me something that is already mine,"" the chief said, arrogantly.",0,,
common_voice_en_681774,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_23955003,Common Voice,He was appointed to the President's Export Council by George W. Bush.,0,,
common_voice_en_18152626,Common Voice,Cut off one's nose to spite one's face.,0,,
common_voice_en_611366,Common Voice,My scholarship got rejected.,0,,
common_voice_en_22297888,Common Voice,The rebels accuse Deby of corruption and embezzling millions in oil revenue.,0,,
common_voice_en_19863519,Common Voice,Cremate my remains and scatter the ashes in the sea where the whales live.,0,,
common_voice_en_7846529,Common Voice,Don't spank your kids!,0,,
common_voice_en_18148639,Common Voice,Harry hoped he would see some success from the current project.,0,,
common_voice_en_5737051,Common Voice,What a bummer!,0,,
common_voice_en_18092160,Common Voice,"Security, kick this guy out!",1,,
common_voice_en_20027181,Common Voice,His comics are fast and hard and are drawn in an expressionistic manner.,0,,
common_voice_en_20243425,Common Voice,Young men write the most pathetic letters!,1,,
common_voice_en_73494,Common Voice,Times are different now.,0,,
common_voice_en_147941,Common Voice,Her low self-esteem is pathetic.,1,,
common_voice_en_78844,Common Voice,Lucy's a newspaper woman.,0,,
common_voice_en_22045267,Common Voice,one,0,,
common_voice_en_20075191,Common Voice,"The trail begins after the Hanakoa stream crossing, just before the covered shelter.",0,,
common_voice_en_17939205,Common Voice,Please go to aisle seven.,0,,
common_voice_en_17281678,Common Voice,"By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.",0,,
common_voice_en_58616,Common Voice,Do you think your boyfriend is cheating on you?,0,,
common_voice_en_632409,Common Voice,Get your guns out.,0,,
common_voice_en_17470793,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_87990,Common Voice,The boy had met the alchemist.,0,,
common_voice_en_15735854,Common Voice,Her niece is a diabetic.,0,,
common_voice_en_20384257,Common Voice,The Freedom Machine joyously greet their long lost colleagues.,0,,
common_voice_en_18001350,Common Voice,I won't give your niece a lollipop if she gets naughty again.,0,,
common_voice_en_19853410,Common Voice,Small communities of Gujaratis and Muslims speak Gujarati and Urdu respectively.,0,,
common_voice_en_515883,Common Voice,Don't be an idiot!,1,,
common_voice_en_174071,Common Voice,"""It's a code,"" said the boy, a bit disappointed.",0,,
common_voice_en_645801,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_53916,Common Voice,Let me comb your hair.,0,,
common_voice_en_69933,Common Voice,You're worth more dead than alive.,1,,
common_voice_en_21323969,Common Voice,"Seeing this, other publishers tried to duplicate the success.",0,,
common_voice_en_604628,Common Voice,"""You're the one who may die,"" the alchemist said.",0,,
common_voice_en_89317,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_530613,Common Voice,It was the second or third time they'd tried.,0,,
common_voice_en_17445151,Common Voice,Don't be a pessimist!,1,,
common_voice_en_19785934,Common Voice,The campus decided to follow the standard norms of Nepal Engineering Council.,0,,
common_voice_en_617277,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_19515515,Common Voice,"After the death of her father, she returned to Dublin.",0,,
common_voice_en_20975273,Common Voice,The man must be mad!,1,,
common_voice_en_24058570,Common Voice,"Zammit was succeeded by Liberal Bruce MacCarthy, who was defeated after one term.",0,,
common_voice_en_18446490,Common Voice,"Bye-bye, sucker!",1,,
common_voice_en_76240,Common Voice,"Using script blockers is generally a good idea, but it requires the user to learn a bit.",0,,
common_voice_en_23695339,Common Voice,"Long, Abraham White, John Fulton, Donald Barron and Desmond Bonnycastle-in his area of interest.",0,,
common_voice_en_18522172,Common Voice,"Say it once again, and I'll biff you where you stand.",0,,
common_voice_en_19185021,Common Voice,Recently examined Vetulicolian fossils show the presence of notochord-like structures.,0,,
common_voice_en_636985,Common Voice,"Air was either entering or escaping at the rim with a thin, sizzling sound.",0,,
common_voice_en_23663454,Common Voice,"He was not a great technical innovator, but was a master of military skills.",0,,
common_voice_en_17783019,Common Voice,Hunger is the best sauce.,0,,
common_voice_en_72595,Common Voice,A morsel eaten gains no friend,0,,
common_voice_en_30355,Common Voice,A lot of money.,0,,
common_voice_en_605988,Common Voice,Don't you remember the home I promised you?,0,,
common_voice_en_179487,Common Voice,Someone set fire to the trash.,0,,
common_voice_en_21998311,Common Voice,"Towns on the bay include Morro Bay, Baywood Park-Los Osos, and Cayucos.",0,,
common_voice_en_22244428,Common Voice,I wear the ring.,0,,
common_voice_en_18068617,Common Voice,What a bummer!,0,,
common_voice_en_534141,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_18723863,Common Voice,So sue me!,0,,
common_voice_en_488032,Common Voice,He's nuts about you.,0,,
common_voice_en_22744627,Common Voice,"The song was recorded right at the end of the recording sessions for ""War"".",0,,
common_voice_en_658743,Common Voice,That woman is gonna be on that roof.,0,,
common_voice_en_21210134,Common Voice,"Girls may compete in badminton, cheerleading, lacrosse and softball.",0,,
common_voice_en_21851778,Common Voice,"H chassis, but the almost-vertical front hull plate was replaced by sloped armor plates.",0,,
common_voice_en_15871722,Common Voice,Dont be a fool!,1,,
common_voice_en_19499597,Common Voice,"His final voice-over was ""A Goofy Movie"", released a year after his death.",0,,
common_voice_en_18452919,Common Voice,It's based on a true story.,0,,
common_voice_en_681223,Common Voice,"""Who told you about omens?"" The boy's interest was increasing by the moment.",0,,
common_voice_en_19649798,Common Voice,He wants to acquire a job without the contaminating hand of his father's connections.,0,,
common_voice_en_21553936,Common Voice,Wardle is south of the Watergrove Reservoir and west of Littleborough.,0,,
common_voice_en_488712,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_192307,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_18095245,Common Voice,Her niece is a diabetic.,0,,
common_voice_en_24058259,Common Voice,White-headed capuchin monkeys hunt their pups.,0,,
common_voice_en_214153,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_17459046,Common Voice,Do you see her?,0,,
common_voice_en_23893591,Common Voice,And for a Carpetbagger I do not give a damn.,1,,
common_voice_en_20673592,Common Voice,It is drained by the Lehigh River and Bushkill Creek into the Delaware River.,0,,
common_voice_en_17276583,Common Voice,What a dreadful rash you have on your legs!,0,,
common_voice_en_21275019,Common Voice,He's a fatalist.,0,,
common_voice_en_65121,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_610177,Common Voice,"Relaxed and unhurried, he resolved that he would walk through the narrow streets of Tangier.",0,,
common_voice_en_47926,Common Voice,A man posing for a picture while on the ski slopes.,0,,
